Colonic Neoplasms,KCNH2
Colonic Neoplasms,KRAS
Colonic Neoplasms,LEP
Colonic Neoplasms,LPL
Colonic Neoplasms,LTF
Colonic Neoplasms,MAOB
Colonic Neoplasms,MCM2
Colonic Neoplasms,MEP1A
Colonic Neoplasms,MKI67
Colonic Neoplasms,MLH1
Colonic Neoplasms,MMP7
Colonic Neoplasms,MMP9
Colonic Neoplasms,MMP12
Colonic Neoplasms,MTHFR
Colonic Neoplasms,MUTYH
Colonic Neoplasms,MYC
Colonic Neoplasms,NFKB1
Colonic Neoplasms,NOS2
Colonic Neoplasms,NOTCH1
Colonic Neoplasms,YBX1
Colonic Neoplasms,ODC1
Colonic Neoplasms,OXT
Colonic Neoplasms,PRKN
Colonic Neoplasms,PCNA
Colonic Neoplasms,PCP4
Colonic Neoplasms,SERPINB5
Colonic Neoplasms,POLB
Colonic Neoplasms,PPARG
Colonic Neoplasms,MAP2K6
Colonic Neoplasms,PTGS2
Colonic Neoplasms,RELA
Colonic Neoplasms,RFC1
Colonic Neoplasms,S100A4
Colonic Neoplasms,S100A9
Colonic Neoplasms,CCL20
Colonic Neoplasms,SLC2A1
Colonic Neoplasms,SLC16A1
Colonic Neoplasms,SLC19A1
Colonic Neoplasms,SLC22A1
Colonic Neoplasms,SOD2
Colonic Neoplasms,SPARC
Colonic Neoplasms,SRC
Colonic Neoplasms,STAT3
Colonic Neoplasms,SULT1A1
Colonic Neoplasms,TAGLN
Colonic Neoplasms,TCF7L2
Colonic Neoplasms,TCF19
Colonic Neoplasms,TGFBR2
Colonic Neoplasms,TNF
Colonic Neoplasms,TP53
Colonic Neoplasms,TP53BP1
Colonic Neoplasms,TPM3
Colonic Neoplasms,TYMS
Colonic Neoplasms,UMPS
Colonic Neoplasms,VEGFA
Colonic Neoplasms,WT1
Colonic Neoplasms,AXIN2
Colonic Neoplasms,BAP1
Colonic Neoplasms,EOMES
Colonic Neoplasms,RECK
Colonic Neoplasms,LGR5
Colonic Neoplasms,EIF3I
Colonic Neoplasms,BECN1
Colonic Neoplasms,TNFSF10
Colonic Neoplasms,TNFRSF10A
Colonic Neoplasms,PROM1
Colonic Neoplasms,IL32
Colonic Neoplasms,KDM5B
Colonic Neoplasms,PTP4A3
Colonic Neoplasms,KDM1A
Colonic Neoplasms,RCOR1
Colonic Neoplasms,PLCB1
Colonic Neoplasms,BRD4
Colonic Neoplasms,NOX1
Colonic Neoplasms,SLCO1B3
Colonic Neoplasms,SERTAD1
Colonic Neoplasms,SH3KBP1
Colonic Neoplasms,NOX4
Colonic Neoplasms,LEF1
Colonic Neoplasms,XAF1
Colonic Neoplasms,RHOJ
Colonic Neoplasms,NDRG2
Colonic Neoplasms,TRMT11
Colonic Neoplasms,RNF34
Colonic Neoplasms,MACIR
Colonic Neoplasms,LRG1
Colonic Neoplasms,SLC5A8
Colonic Neoplasms,MIR223
Colonic Neoplasms,MIR98
Colonic Neoplasms,PRR5-ARHGAP8
Colonic Neoplasms,CCAT1
Lung Neoplasms,A2M
Lung Neoplasms,ACTB
Lung Neoplasms,ADA
Lung Neoplasms,JAG1
Lung Neoplasms,AKT1
Lung Neoplasms,ANK3
Lung Neoplasms,ANXA2
Lung Neoplasms,APC
Lung Neoplasms,BIRC5
Lung Neoplasms,APOA1
Lung Neoplasms,APOC3
Lung Neoplasms,APOE
Lung Neoplasms,FAS
Lung Neoplasms,FASLG
Lung Neoplasms,ATOX1
Lung Neoplasms,AZGP1
Lung Neoplasms,CCND1
Lung Neoplasms,BCL2L1
Lung Neoplasms,CEACAM1
Lung Neoplasms,BRAF
Lung Neoplasms,BRCA2
Lung Neoplasms,SERPING1
Lung Neoplasms,CA12
Lung Neoplasms,DDR1
Lung Neoplasms,CALML3
Lung Neoplasms,CASP8
Lung Neoplasms,CAV1
Lung Neoplasms,RUNX3
Lung Neoplasms,CCND2
Lung Neoplasms,CCNG1
Lung Neoplasms,CDH13
Lung Neoplasms,CDKN1A
Lung Neoplasms,CDKN1B
Lung Neoplasms,CDKN1C
Lung Neoplasms,CDKN2A
Lung Neoplasms,CES1
Lung Neoplasms,CHRNA2
Lung Neoplasms,CHRNA3
Lung Neoplasms,CHRNA5
Lung Neoplasms,CHRNA7
Lung Neoplasms,CHRNB4
Lung Neoplasms,CLTB
Lung Neoplasms,COL6A1
Lung Neoplasms,MAP3K8
Lung Neoplasms,CPE
Lung Neoplasms,CRP
Lung Neoplasms,MAPK14
Lung Neoplasms,CCN2
Lung Neoplasms,CTNNB1
Lung Neoplasms,CYP1A2
Lung Neoplasms,CYP1B1
Lung Neoplasms,CYP2A6
Lung Neoplasms,CYP2E1
Lung Neoplasms,CYP24A1
Lung Neoplasms,DAPK1
Lung Neoplasms,ACE
Lung Neoplasms,DNASE1L3
Lung Neoplasms,DNMT3A
Lung Neoplasms,DOK1
Lung Neoplasms,DPYD
Lung Neoplasms,EEF2
Lung Neoplasms,EFNB2
Lung Neoplasms,EGFR
Lung Neoplasms,EGR1
Lung Neoplasms,EMX2
Lung Neoplasms,EPHX1
Lung Neoplasms,ERBB2
Lung Neoplasms,ERBB3
Lung Neoplasms,ERCC1
Lung Neoplasms,ERCC6
Lung Neoplasms,ESR1
Lung Neoplasms,EFEMP1
Lung Neoplasms,FEN1
Lung Neoplasms,FGF9
Lung Neoplasms,FGFR1
Lung Neoplasms,FGFR2
Lung Neoplasms,FHIT
Lung Neoplasms,FOXM1
Lung Neoplasms,FOS
Lung Neoplasms,FOSB
Lung Neoplasms,FOSL2
Lung Neoplasms,GAST
Lung Neoplasms,GATA6
Lung Neoplasms,GC
Lung Neoplasms,GJA1
Lung Neoplasms,GJB1
Lung Neoplasms,GCLC
Lung Neoplasms,GPX1
Lung Neoplasms,GPX3
Lung Neoplasms,GRB7
Lung Neoplasms,GSTM1
Lung Neoplasms,GSTP1
Lung Neoplasms,GSTT1
Lung Neoplasms,NRG1
Lung Neoplasms,HMOX1
Lung Neoplasms,HRAS
Lung Neoplasms,HES1
Lung Neoplasms,ID3
Lung Neoplasms,IDS
Lung Neoplasms,IFNG
Lung Neoplasms,IGBP1
Lung Neoplasms,CCN1
Lung Neoplasms,IL1B
Lung Neoplasms,IL2
Lung Neoplasms,IL6
Lung Neoplasms,IL10
Lung Neoplasms,IRF1
Lung Neoplasms,JUN
Lung Neoplasms,JUNB
Lung Neoplasms,JUND
Lung Neoplasms,KRAS
Lung Neoplasms,LECT2
Lung Neoplasms,MARCKS
Lung Neoplasms,MCL1
Lung Neoplasms,MET
Lung Neoplasms,MMP1
Lung Neoplasms,MMP10
Lung Neoplasms,MPO
Lung Neoplasms,MPP1
Lung Neoplasms,MTHFR
Lung Neoplasms,MYC
Lung Neoplasms,NFYA
Lung Neoplasms,NOS2
Lung Neoplasms,NOTCH2
Lung Neoplasms,NOTCH3
Lung Neoplasms,NPPA
Lung Neoplasms,OGG1
Lung Neoplasms,SLC22A18
Lung Neoplasms,PRDX1
Lung Neoplasms,PRKN
Lung Neoplasms,PCNA
Lung Neoplasms,PGGT1B
Lung Neoplasms,SERPINA1
Lung Neoplasms,PIK3CA
Lung Neoplasms,PON1
Lung Neoplasms,PPBP
Lung Neoplasms,PPP2R1B
Lung Neoplasms,MAPK1
Lung Neoplasms,MAPK3
Lung Neoplasms,MAP2K7
Lung Neoplasms,HTRA1
Lung Neoplasms,PTEN
Lung Neoplasms,PTGIS
Lung Neoplasms,PTMA
Lung Neoplasms,RAD21
Lung Neoplasms,RAD52
Lung Neoplasms,RAF1
Lung Neoplasms,RARB
Lung Neoplasms,RIT1
Lung Neoplasms,ROBO1
Lung Neoplasms,CCL18
Lung Neoplasms,SELENOP
Lung Neoplasms,SFTPB
Lung Neoplasms,SFTPD
Lung Neoplasms,SLC3A2
Lung Neoplasms,SMARCC1
Lung Neoplasms,SOX2
Lung Neoplasms,SOX9
Lung Neoplasms,SPP1
Lung Neoplasms,STAT5A
Lung Neoplasms,STIM1
Lung Neoplasms,STK11
Lung Neoplasms,TEP1
Lung Neoplasms,TERT
Lung Neoplasms,TFRC
Lung Neoplasms,TGFB1
Lung Neoplasms,TGFBR2
Lung Neoplasms,TLR4
Lung Neoplasms,TNF
Lung Neoplasms,TP53
Lung Neoplasms,TP73
Lung Neoplasms,TSHR
Lung Neoplasms,TTR
Lung Neoplasms,TYMS
Lung Neoplasms,TYRP1
Lung Neoplasms,UGT2B17
Lung Neoplasms,VHL
Lung Neoplasms,WNT5A
Lung Neoplasms,WT1
Lung Neoplasms,XPC
Lung Neoplasms,IL1R2
Lung Neoplasms,SLC7A5
Lung Neoplasms,BAP1
Lung Neoplasms,IKBKG
Lung Neoplasms,PDLIM4
Lung Neoplasms,TP63
Lung Neoplasms,RNASET2
Lung Neoplasms,BECN1
Lung Neoplasms,SELENBP1
Lung Neoplasms,DOK2
Lung Neoplasms,MAP4K4
Lung Neoplasms,CXCL14
Lung Neoplasms,PRDX6
Lung Neoplasms,IER2
Lung Neoplasms,CLCA2
Lung Neoplasms,SECISBP2L
Lung Neoplasms,IQSEC1
Lung Neoplasms,COX17
Lung Neoplasms,SPRY2
Lung Neoplasms,RAMP2
Lung Neoplasms,SMC2
Lung Neoplasms,ADAM28
Lung Neoplasms,EHMT2
Lung Neoplasms,IL24
Lung Neoplasms,SOX30
Lung Neoplasms,RASSF1
Lung Neoplasms,CHEK2
Lung Neoplasms,USP18
Lung Neoplasms,HEY1
Lung Neoplasms,RCHY1
Lung Neoplasms,SND1
Lung Neoplasms,PDCD4
Lung Neoplasms,SLCO1B3
Lung Neoplasms,PYCARD
Lung Neoplasms,CD274
Lung Neoplasms,HILPDA
Lung Neoplasms,SIDT2
Lung Neoplasms,CHST15
Lung Neoplasms,ERGIC3
Lung Neoplasms,RTEL1
Lung Neoplasms,TMEM45A
Lung Neoplasms,CASC1
Lung Neoplasms,EAF2
Lung Neoplasms,AVPI1
Lung Neoplasms,ALX4
Lung Neoplasms,ATG101
Lung Neoplasms,BHLHE41
Lung Neoplasms,DOK3
Lung Neoplasms,STN1
Lung Neoplasms,CWH43
Lung Neoplasms,CLPTM1L
Lung Neoplasms,RIOX2
Lung Neoplasms,ACSM1
Lung Neoplasms,DAB2IP
Lung Neoplasms,LMNTD1
Lung Neoplasms,RICTOR
Lung Neoplasms,ANKRD18A
Lung Neoplasms,MIRLET7BHG
Lung Neoplasms,MIR10A
Lung Neoplasms,MIR127
Lung Neoplasms,MIR136
Lung Neoplasms,MIR146A
Lung Neoplasms,MIR154
Lung Neoplasms,MIR155
Lung Neoplasms,MIR193A
Lung Neoplasms,MIR21
Lung Neoplasms,MIR222
Lung Neoplasms,MIR224
Lung Neoplasms,MIR30A
Lung Neoplasms,MIR31
Lung Neoplasms,MIR34B
Lung Neoplasms,MIR34C
Lung Neoplasms,MIR98
Lung Neoplasms,MIR302D
Lung Neoplasms,MIR369
Lung Neoplasms,MIR370
Lung Neoplasms,MIR4435-2HG
Lung Neoplasms,MIR409
Lung Neoplasms,MIR410
Lung Neoplasms,MIR511
Lung Neoplasms,MIR432
Lung Neoplasms,MIR494
Lung Neoplasms,MIR487B
Lung Neoplasms,MIR938
Lung Neoplasms,CCAT1
Colorectal Neoplasms,ABCA1
Colorectal Neoplasms,ABCA3
Colorectal Neoplasms,ABCA4
Colorectal Neoplasms,ADH1B
Colorectal Neoplasms,PARP1
Colorectal Neoplasms,AKT1
Colorectal Neoplasms,ALDH2
Colorectal Neoplasms,ABCD2
Colorectal Neoplasms,APC
Colorectal Neoplasms,BIRC5
Colorectal Neoplasms,ABCC6
Colorectal Neoplasms,ARNT
Colorectal Neoplasms,ATP7B
Colorectal Neoplasms,BCL2
Colorectal Neoplasms,BMP2
Colorectal Neoplasms,BMP4
Colorectal Neoplasms,FOXL2
Colorectal Neoplasms,BRAF
Colorectal Neoplasms,ZFP36L2
Colorectal Neoplasms,KLF5
Colorectal Neoplasms,BUB1
Colorectal Neoplasms,BUB1B
Colorectal Neoplasms,CALR
Colorectal Neoplasms,CASP8
Colorectal Neoplasms,CCND2
Colorectal Neoplasms,CD9
Colorectal Neoplasms,CDH1
Colorectal Neoplasms,CDH5
Colorectal Neoplasms,CDH7
Colorectal Neoplasms,CFTR
Colorectal Neoplasms,CHD1
Colorectal Neoplasms,ABCC2
Colorectal Neoplasms,COL7A1
Colorectal Neoplasms,HAPLN1
Colorectal Neoplasms,CSF2
Colorectal Neoplasms,CTBP1
Colorectal Neoplasms,CTNNB1
Colorectal Neoplasms,CYP1A2
Colorectal Neoplasms,CYP1B1
Colorectal Neoplasms,CYP2A6
Colorectal Neoplasms,DCC
Colorectal Neoplasms,DHFR
Colorectal Neoplasms,NQO1
Colorectal Neoplasms,DPAGT1
Colorectal Neoplasms,DPYD
Colorectal Neoplasms,TYMP
Colorectal Neoplasms,LPAR1
Colorectal Neoplasms,EGFR
Colorectal Neoplasms,EP300
Colorectal Neoplasms,EPHA1
Colorectal Neoplasms,ERCC2
Colorectal Neoplasms,EYA4
Colorectal Neoplasms,ESR2
Colorectal Neoplasms,ETV1
Colorectal Neoplasms,FAT1
Colorectal Neoplasms,FBLN2
Colorectal Neoplasms,FBN2
Colorectal Neoplasms,EFEMP1
Colorectal Neoplasms,FEN1
Colorectal Neoplasms,FGFR3
Colorectal Neoplasms,FHL3
Colorectal Neoplasms,FLNC
Colorectal Neoplasms,FPGS
Colorectal Neoplasms,GAPDH
Colorectal Neoplasms,GATA4
Colorectal Neoplasms,GPX4
Colorectal Neoplasms,GRID1
Colorectal Neoplasms,GRIN2A
Colorectal Neoplasms,GSTM1
Colorectal Neoplasms,GSTM3
Colorectal Neoplasms,GUCY1A2
Colorectal Neoplasms,GUCY2C
Colorectal Neoplasms,HOXD1
Colorectal Neoplasms,HOXD9
Colorectal Neoplasms,IFNA1
Colorectal Neoplasms,IFNA2
Colorectal Neoplasms,IGF2
Colorectal Neoplasms,IGFBP3
Colorectal Neoplasms,IL6ST
Colorectal Neoplasms,CXCL8
Colorectal Neoplasms,IPP
Colorectal Neoplasms,KDR
Colorectal Neoplasms,KRAS
Colorectal Neoplasms,FADS1
Colorectal Neoplasms,SMAD3
Colorectal Neoplasms,SMAD4
Colorectal Neoplasms,SMAD7
Colorectal Neoplasms,SMAD9
Colorectal Neoplasms,MAF
Colorectal Neoplasms,MKI67
Colorectal Neoplasms,MLH1
Colorectal Neoplasms,MMP1
Colorectal Neoplasms,MMP2
Colorectal Neoplasms,ABCC1
Colorectal Neoplasms,MSH2
Colorectal Neoplasms,MTHFR
Colorectal Neoplasms,MTRR
Colorectal Neoplasms,MYC
Colorectal Neoplasms,NME1
Colorectal Neoplasms,NME2
Colorectal Neoplasms,NRAS
Colorectal Neoplasms,NRCAM
Colorectal Neoplasms,NR4A2
Colorectal Neoplasms,ODC1
Colorectal Neoplasms,PGM1
Colorectal Neoplasms,ABCB1
Colorectal Neoplasms,ABCB4
Colorectal Neoplasms,SERPINB5
Colorectal Neoplasms,PIK3CA
Colorectal Neoplasms,PMM2
Colorectal Neoplasms,POLD1
Colorectal Neoplasms,POLE
Colorectal Neoplasms,PPARG
Colorectal Neoplasms,PPOX
Colorectal Neoplasms,PRKCB
Colorectal Neoplasms,PRKCE
Colorectal Neoplasms,PRKD1
Colorectal Neoplasms,PTGS2
Colorectal Neoplasms,PTPRD
Colorectal Neoplasms,ABCD3
Colorectal Neoplasms,ABCD4
Colorectal Neoplasms,RET
Colorectal Neoplasms,ABCE1
Colorectal Neoplasms,RRM2
Colorectal Neoplasms,SELENOP
Colorectal Neoplasms,SFRP1
Colorectal Neoplasms,SFRP2
Colorectal Neoplasms,SFRP4
Colorectal Neoplasms,SFRP5
Colorectal Neoplasms,SCG5
Colorectal Neoplasms,SLC19A1
Colorectal Neoplasms,SLCO2A1
Colorectal Neoplasms,SOD2
Colorectal Neoplasms,SPARC
Colorectal Neoplasms,SRC
Colorectal Neoplasms,AURKA
Colorectal Neoplasms,SULT2B1
Colorectal Neoplasms,ABCC8
Colorectal Neoplasms,TCF7L2
Colorectal Neoplasms,TCN2
Colorectal Neoplasms,TFRC
Colorectal Neoplasms,TGFB1
Colorectal Neoplasms,TGFBR1
Colorectal Neoplasms,TK1
Colorectal Neoplasms,ICAM5
Colorectal Neoplasms,TLR2
Colorectal Neoplasms,TLR4
Colorectal Neoplasms,TNF
Colorectal Neoplasms,TP53
Colorectal Neoplasms,TXNRD1
Colorectal Neoplasms,TYMS
Colorectal Neoplasms,UMPS
Colorectal Neoplasms,UNG
Colorectal Neoplasms,PAX8
Colorectal Neoplasms,TFPI2
Colorectal Neoplasms,ANP32A
Colorectal Neoplasms,ARID1A
Colorectal Neoplasms,AXIN2
Colorectal Neoplasms,LGR5
Colorectal Neoplasms,TP63
Colorectal Neoplasms,ABCB11
Colorectal Neoplasms,EIF3H
Colorectal Neoplasms,ABCC3
Colorectal Neoplasms,TNFSF13
Colorectal Neoplasms,TNFSF10
Colorectal Neoplasms,GGH
Colorectal Neoplasms,PROM1
Colorectal Neoplasms,SELENBP1
Colorectal Neoplasms,NEURL1
Colorectal Neoplasms,EXO1
Colorectal Neoplasms,DCLK1
Colorectal Neoplasms,FADS2
Colorectal Neoplasms,ABCG2
Colorectal Neoplasms,ABCG1
Colorectal Neoplasms,ZNF432
Colorectal Neoplasms,STARD8
Colorectal Neoplasms,ABCC5
Colorectal Neoplasms,ABCB6
Colorectal Neoplasms,NAMPT
Colorectal Neoplasms,TRIM28
Colorectal Neoplasms,CALCOCO2
Colorectal Neoplasms,ABCC4
Colorectal Neoplasms,APC2
Colorectal Neoplasms,ABCA10
Colorectal Neoplasms,ABCA9
Colorectal Neoplasms,ABCA8
Colorectal Neoplasms,KLF2
Colorectal Neoplasms,DLC1
Colorectal Neoplasms,YAP1
Colorectal Neoplasms,GPNMB
Colorectal Neoplasms,POSTN
Colorectal Neoplasms,CD226
Colorectal Neoplasms,GNB5
Colorectal Neoplasms,POLD3
Colorectal Neoplasms,STRAP
Colorectal Neoplasms,WIF1
Colorectal Neoplasms,CHEK2
Colorectal Neoplasms,TP53TG1
Colorectal Neoplasms,PPM1E
Colorectal Neoplasms,NTNG1
Colorectal Neoplasms,KDM2A
Colorectal Neoplasms,ZNF292
Colorectal Neoplasms,SATB2
Colorectal Neoplasms,SYNE1
Colorectal Neoplasms,ABCB10
Colorectal Neoplasms,ABCA6
Colorectal Neoplasms,ABCA5
Colorectal Neoplasms,CBX5
Colorectal Neoplasms,AMACR
Colorectal Neoplasms,LY96
Colorectal Neoplasms,CHD5
Colorectal Neoplasms,ABCA12
Colorectal Neoplasms,CABYR
Colorectal Neoplasms,GREM1
Colorectal Neoplasms,CNPPD1
Colorectal Neoplasms,MLH3
Colorectal Neoplasms,CPAMD8
Colorectal Neoplasms,SLCO1B3
Colorectal Neoplasms,PYCARD
Colorectal Neoplasms,DONSON
Colorectal Neoplasms,NT5C
Colorectal Neoplasms,ING4
Colorectal Neoplasms,NUSAP1
Colorectal Neoplasms,PAIP2
Colorectal Neoplasms,DACT1
Colorectal Neoplasms,EVL
Colorectal Neoplasms,SH3TC1
Colorectal Neoplasms,XAF1
Colorectal Neoplasms,TET2
Colorectal Neoplasms,TRPM7
Colorectal Neoplasms,RNF43
Colorectal Neoplasms,SLC22A15
Colorectal Neoplasms,ACKR3
Colorectal Neoplasms,AKR1B10
Colorectal Neoplasms,ZMIZ1
Colorectal Neoplasms,JPH3
Colorectal Neoplasms,GNB4
Colorectal Neoplasms,LGR6
Colorectal Neoplasms,SOX17
Colorectal Neoplasms,NXN
Colorectal Neoplasms,HHIP
Colorectal Neoplasms,CDH22
Colorectal Neoplasms,BOLL
Colorectal Neoplasms,GALNT12
Colorectal Neoplasms,CEBPA-DT
Colorectal Neoplasms,ZKSCAN3
Colorectal Neoplasms,SESN2
Colorectal Neoplasms,RHPN2
Colorectal Neoplasms,BOC
Colorectal Neoplasms,CABLES1
Colorectal Neoplasms,MTDH
Colorectal Neoplasms,SFXN1
Colorectal Neoplasms,PPP1R14A
Colorectal Neoplasms,LRRC3B
Colorectal Neoplasms,CD109
Colorectal Neoplasms,GATA5
Colorectal Neoplasms,VTI1A
Colorectal Neoplasms,CACUL1
Colorectal Neoplasms,PHETA1
Colorectal Neoplasms,ZNF569
Colorectal Neoplasms,ABCC13
Colorectal Neoplasms,ABCA13
Colorectal Neoplasms,FLCN
Colorectal Neoplasms,AMZ2P1
Colorectal Neoplasms,RNF182
Colorectal Neoplasms,TCERG1L
Colorectal Neoplasms,LAMA1
Colorectal Neoplasms,ABCB5
Colorectal Neoplasms,RASL11A
Colorectal Neoplasms,MIR106B
Colorectal Neoplasms,MIR130B
Colorectal Neoplasms,MIR26B
Colorectal Neoplasms,MIR93
Colorectal Neoplasms,TMEM238L
Colorectal Neoplasms,MIR1271
Colorectal Neoplasms,MIR1273C
Colorectal Neoplasms,LINC00673
Pituitary Neoplasms,AGTR1
Pituitary Neoplasms,CDKN1B
Pituitary Neoplasms,DRD2
Pituitary Neoplasms,GH1
Pituitary Neoplasms,IGF1
Pituitary Neoplasms,MEN1
Pituitary Neoplasms,PRL
Pituitary Neoplasms,AIP
Asthma,ADCY2
Asthma,ADCYAP1R1
Asthma,PARP1
Asthma,ADRB2
Asthma,ALDH2
Asthma,ALOX5
Asthma,AREG
Asthma,ARG1
Asthma,ARG2
Asthma,BCL2
Asthma,BGLAP
Asthma,CAT
Asthma,CD14
Asthma,NQO1
Asthma,DNAH5
Asthma,DNMT1
Asthma,EDN1
Asthma,GSTM1
Asthma,GSTP1
Asthma,HLA-DPB1
Asthma,HLA-DQA1
Asthma,HLA-DQB1
Asthma,HLA-DRB1
Asthma,HLA-G
Asthma,HMOX1
Asthma,HNMT
Asthma,HSD11B2
Asthma,TNC
Asthma,ICAM1
Asthma,IL1B
Asthma,IL1RN
Asthma,IL4
Asthma,IL5
Asthma,IL6
Asthma,IL6R
Asthma,IL13
Asthma,KRT19
Asthma,MMP1
Asthma,MMP9
Asthma,MMP10
Asthma,MUC7
Asthma,MYB
Asthma,NOS2
Asthma,NPY
Asthma,PDE4B
Asthma,PDE4D
Asthma,PLAU
Asthma,PPP2CA
Asthma,PTEN
Asthma,RNASE3
Asthma,CCL2
Asthma,CCL5
Asthma,CCL11
Asthma,SOD1
Asthma,SPRR2B
Asthma,TGFB1
Asthma,TIMP3
Asthma,TNF
Asthma,VEGFA
Asthma,PLA2G7
Asthma,TRPA1
Asthma,IL1RL1
Asthma,CXCL14
Asthma,RAD50
Asthma,TNIP1
Asthma,KIF3A
Asthma,PTGDR2
Asthma,IKZF3
Asthma,CTNNA3
Asthma,TBX21
Asthma,GSDMB
Asthma,TSLP
Asthma,IL33
Asthma,ORMDL3
Asthma,SCGB3A2
Asthma,WDR36
Asthma,PYHIN1
Asthma,CDHR3
Asthma,IFNL3
Asthma,NPSR1
Polycythemia Vera,HBA1
Polycythemia Vera,HBB
Polycythemia Vera,IFNA2
Polycythemia Vera,JAK1
Polycythemia Vera,JAK2
Polycythemia Vera,MPL
Polycythemia Vera,SH2B3
Polycythemia Vera,TET2
Nasopharyngeal Neoplasms,CYP2A6
Nasopharyngeal Neoplasms,EDNRA
Nasopharyngeal Neoplasms,EGFR
Nasopharyngeal Neoplasms,MECOM
Nasopharyngeal Neoplasms,MMP2
Nasopharyngeal Neoplasms,TP53
Nasopharyngeal Neoplasms,RASSF2
Nasopharyngeal Neoplasms,WIF1
Nasopharyngeal Neoplasms,TNFRSF19
Retinal Degeneration,ARG2
Retinal Degeneration,BCL2
Retinal Degeneration,CP
Retinal Degeneration,CRX
Retinal Degeneration,CX3CR1
Retinal Degeneration,GDNF
Retinal Degeneration,NRL
Retinal Degeneration,PDE6B
Retinal Degeneration,RHO
Retinal Degeneration,RPGR
Retinal Degeneration,RPE65
Retinal Degeneration,CCL2
Retinal Degeneration,SLC1A1
Retinal Degeneration,SOD1
Retinal Degeneration,RPGRIP1L
Retinal Degeneration,AHI1
Retinal Degeneration,IFT80
Retinal Degeneration,NMNAT1
Retinal Degeneration,RAX2
Retinal Degeneration,C1QTNF5
Retinal Degeneration,RDH12
Lupus Vulgaris,C2
Lupus Vulgaris,CR2
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,RUNX1
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,CCN2
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,ETV6
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,GATA3
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,PAX5
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,STAT3
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,TCF3
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,IKZF1
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,MGA
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,ATF7IP
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,CRLF2
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,DUX4
Atherosclerosis,ABCA1
Atherosclerosis,PARP1
Atherosclerosis,AGER
Atherosclerosis,AGT
Atherosclerosis,AHR
Atherosclerosis,ALOX5
Atherosclerosis,ALOX5AP
Atherosclerosis,ALOX15
Atherosclerosis,APOA4
Atherosclerosis,APOE
Atherosclerosis,FASLG
Atherosclerosis,BCL3
Atherosclerosis,CETP
Atherosclerosis,CNR2
Atherosclerosis,CRP
Atherosclerosis,CYBA
Atherosclerosis,CYP27A1
Atherosclerosis,ESR1
Atherosclerosis,GSTM1
Atherosclerosis,HP
Atherosclerosis,HRH1
Atherosclerosis,HSPA1B
Atherosclerosis,ICAM1
Atherosclerosis,IFNG
Atherosclerosis,IGF2
Atherosclerosis,IL6
Atherosclerosis,LDLR
Atherosclerosis,LPA
Atherosclerosis,LTA4H
